"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Mon","Tue","Wed","Thu","Fri","Sat","Sun","temp","dewp","max","min","NUM_REPORTS"
"214",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76.2,60,84,64.9,129
"215",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.4,57.5,84.9,68,134
"216",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78.1,62,84.9,68,142
"217",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74.6,65.5,84.9,70,136
"218",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,77.8,67.6,86,70,135
"219",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,62.1,86,68,124
"220",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72.7,57.4,82,64.9,125
"221",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75.6,59.9,86,64.9,137
"222",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79.4,65.9,90,66.9,119
"223",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78,67.2,90,70,143
"224",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.7,68.1,91,72,166
"225",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81.2,67.3,91,72,118
"226",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75.8,66.7,90,70,113
"227",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73.9,62.6,81,69.8,106
"228",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67.2,52,75,60.8,104
"229",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71.7,53.3,84,60.1,106
"230",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75.3,55.5,84,60.1,128
"231",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74.1,58.9,82.9,66,156
"232",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67.4,48.8,79,57,105
"233",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65.4,47.6,75.9,57,99
"234",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64.2,52,73,59,89
"235",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65.5,52.8,75,55.9,97
"236",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68.8,57.3,75.9,55.9,111
"237",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70.8,62.3,75.9,62.1,137
"238",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71,63.9,78.1,66,140
