"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Mon","Tue","Wed","Thu","Fri","Sat","Sun","year","dayindex","temp","dewp","min","max","NUM_REPORTS"
"5227",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.857142857142857,0.864273204903678,0.791825095057034,0.758241758241758,0.797862001943635,0.774528301886792,0
"5228",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.857142857142857,0.864448336252189,0.768060836501901,0.745254745254745,0.816326530612245,0.734905660377358,0.444444444444444
"5229",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.857142857142857,0.864623467600701,0.759505703422053,0.831168831168831,0.797862001943635,0.707547169811321,0.222222222222222
"5230",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.857142857142857,0.864798598949212,0.796577946768061,0.843156843156843,0.797862001943635,0.800943396226415,0
"5231",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.857142857142857,0.864973730297723,0.813688212927757,0.876123876123876,0.855199222546161,0.783018867924528,0.111111111111111
"5232",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.857142857142857,0.865148861646235,0.769011406844107,0.791208791208791,0.797862001943635,0.783018867924528,0
"5233",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.857142857142857,0.865323992994746,0.76615969581749,0.784215784215784,0.748299319727891,0.764150943396226,0.111111111111111
"5234",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.857142857142857,0.865499124343257,0.747148288973384,0.78021978021978,0.797862001943635,0.707547169811321,0.333333333333333
"5235",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.857142857142857,0.865674255691769,0.760456273764259,0.823176823176823,0.802721088435374,0.755660377358491,0.111111111111111
"5236",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.857142857142857,0.86584938704028,0.873574144486692,0.899100899100899,0.903790087463557,0.877358490566038,0.111111111111111
"5237",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.857142857142857,0.866024518388792,0.894486692015209,0.938061938061938,0.923226433430515,0.877358490566038,0.111111111111111
"5238",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.857142857142857,0.866199649737303,0.824144486692015,0.909090909090909,0.855199222546161,0.819811320754717,0
"5239",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.857142857142857,0.866374781085814,0.832699619771863,0.885114885114885,0.87463556851312,0.774528301886792,0.333333333333333
"5240",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.857142857142857,0.866549912434326,0.769011406844107,0.783216783216783,0.757045675413022,0.783018867924528,0.333333333333333
"5241",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.857142857142857,0.866725043782837,0.805133079847909,0.896103896103896,0.865889212827988,0.745283018867924,0.111111111111111
"5242",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.857142857142857,0.866900175131349,0.80893536121673,0.835164835164835,0.816326530612245,0.800943396226415,0.222222222222222
"5243",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.857142857142857,0.86707530647986,0.82509505703422,0.801198801198801,0.816326530612245,0.819811320754717,0.111111111111111
